10, 0.066, 49
11, 0.069, 56
12, 0.087, 64
13, 0.097, 72
14, 0.152, 81
15, 0.148, 90
16, 0.191, 100
17, 0.206, 110
18, 0.26, 121
19, 0.263, 132
20, 0.32, 144
21, 0.364, 156
22, 0.42, 169
23, 0.343, 182
24, 0.382, 196
25, 0.407, 210
26, 0.473, 225
27, 0.497, 240
28, 0.579, 256
29, 0.612, 272
30, 0.704, 289
31, 0.733, 306
32, 0.842, 324
33, 0.884, 342
34, 1.109, 361
35, 1.009, 380
36, 1.151, 400
37, 1.193, 420
38, 1.321, 441
39, 1.412, 462
40, 1.589, 484
41, 1.584, 506
42, 1.801, 529
43, 1.81, 552
44, 2.175, 576
45, 2.101, 600
46, 2.672, 625
47, 2.467, 650
48, 3.121, 676
49, 2.85, 702
50, 3.555, 729
51, 3.011, 756
52, 3.268, 784
53, 3.375, 812
54, 4.086, 841
55, 4.238, 870
56, 4.919, 900
57, 4.708, 930
58, 5.315, 961
59, 5.016, 992
60, 5.327, 1024
61, 5.86, 1056
62, 6.302, 1089
63, 6.419, 1122
64, 6.302, 1156
65, 6.711, 1190
66, 7.503, 1225
67, 7.642, 1260
68, 8.334, 1296
69, 8.2, 1332
70, 8.238, 1369
71, 8.655, 1406
72, 9.269, 1444
73, 9.617, 1482
74, 10.534, 1521
75, 9.767, 1560
76, 10.256, 1600
77, 10.65, 1640
78, 11.095, 1681
79, 11.604, 1722
80, 12.441, 1764
81, 13.183, 1806
82, 13.375, 1849
83, 13.959, 1892
84, 14.133, 1936
85, 14.586, 1980
86, 15.592, 2025
87, 15.503, 2070
88, 16.567, 2116
89, 17.365, 2162
90, 18.623, 2209
91, 17.483, 2256
92, 18.819, 2304
93, 20.013, 2352
94, 21.823, 2401
95, 22.154, 2450
96, 22.08, 2500
97, 22.038, 2550
98, 22.9, 2601
99, 23.186, 2652
