10, 2.091, 49
11, 1.87, 56
12, 2.773, 64
13, 2.523, 72
14, 3.126, 81
15, 2.795, 90
16, 3.45, 100
17, 4.2, 110
18, 5.058, 121
19, 5.577, 132
20, 6.453, 144
21, 6.454, 156
22, 7.818, 169
23, 7.716, 182
24, 9.265, 196
25, 11.582, 210
26, 11.706, 225
27, 11.841, 240
28, 12.643, 256
29, 15.628, 272
30, 13.897, 289
31, 16.026, 306
32, 16.293, 324
33, 18.584, 342
34, 21.475, 361
35, 28.742, 380
36, 27.399, 400
37, 26.114, 420
38, 28.638, 441
39, 27.829, 462
40, 28.301, 484
41, 33.06, 506
42, 37.406, 529
43, 43.554, 552
44, 51.624, 576
45, 56.057, 600
46, 52.343, 625
47, 53.748, 650
48, 53.657, 676
49, 55.455, 702
50, 56.923, 729
51, 61.124, 756
52, 65.763, 784
53, 70.58, 812
54, 74.105, 841
55, 81.577, 870
56, 90.451, 900
57, 86.225, 930
58, 87.882, 961
59, 98.602, 992
60, 98.567, 1024
61, 117.098, 1056
62, 112.983, 1089
63, 121.651, 1122
64, 121.385, 1156
65, 140.659, 1190
66, 145.654, 1225
67, 145.975, 1260
68, 143.886, 1296
69, 149.89, 1332
70, 171.302, 1369
71, 169.391, 1406
72, 169.754, 1444
73, 180.261, 1482
74, 177.937, 1521
75, 188.021, 1560
76, 195.463, 1600
77, 215.655, 1640
78, 209.832, 1681
79, 224.612, 1722
80, 224.937, 1764
81, 285.986, 1806
82, 244.877, 1849
83, 254.471, 1892
84, 270.541, 1936
85, 267.212, 1980
86, 275.711, 2025
87, 293.001, 2070
88, 293.902, 2116
89, 313.329, 2162
90, 317.178, 2209
91, 336.227, 2256
92, 346.534, 2304
93, 357.292, 2352
94, 365.993, 2401
95, 383.526, 2450
96, 401.729, 2500
97, 411.473, 2550
98, 421.443, 2601
99, 432.784, 2652
